Date,Forecast
2021-05-31,1.2639573237647947
2021-06-30,1.251433624267264
2021-07-31,1.2401125735699767
2021-08-31,1.229878681506708
2021-09-30,1.2206275484128748
2021-10-31,1.212264800106491
2021-11-30,1.2047051251427243
2021-12-31,1.1978714045207397
2022-01-31,1.1916939249646519
2022-02-28,1.1861096677529779
2022-03-31,1.1810616658416804
2022-04-30,1.176498422722579
2022-05-31,1.1723733870886932
2022-06-30,1.1686444779473852
2022-07-31,1.1652736553368102
2022-08-31,1.1622265322663943
2022-09-30,1.1594720239226055
2022-10-31,1.1569820305614362
2022-11-30,1.1547311508526676
2022-12-31,1.1526964227516392
2023-01-31,1.150857089255057
2023-02-28,1.149194386651235
2023-03-31,1.147691353104631
2023-04-30,1.1463326556219757
2023-05-31,1.1451044336348184
2023-06-30,1.1439941576028143
2023-07-31,1.1429905011953143
2023-08-31,1.1420832257473363
2023-09-30,1.1412630758112103
2023-10-31,1.1405216847383814
2023-11-30,1.1398514893281781
2023-12-31,1.1392456526728434
2024-01-31,1.1386979944117464
2024-02-29,1.1382029276832697
2024-03-31,1.137755402131197
2024-04-30,1.1373508523841878
2024-05-31,1.1369851514827594
2024-06-30,1.1366545687786684
2024-07-31,1.1363557318772084
2024-08-31,1.1360855922341806
2024-09-30,1.1358413940565841
2024-10-31,1.1356206461897655
2024-11-30,1.135421096704243
2024-12-31,1.135240709922952
2025-01-31,1.1350776456545606
2025-02-28,1.1349302404210082
2025-03-31,1.134796990487758
2025-04-30,1.134676536523653
2025-05-31,1.134567649733884
2025-06-30,1.1344692193246038
2025-07-31,1.1343802411713164
2025-08-31,1.1342998075754358
2025-09-30,1.134227098004521
2025-10-31,1.1341613707217268
2025-11-30,1.134101955219075
2025-12-31,1.1340482453773577
2026-01-31,1.133999693282895
2026-02-28,1.1339558036380677
2026-03-31,1.133916128708605
2026-04-30,1.1338802637560847
2026-05-31,1.1338478429090484
2026-06-30,1.1338185354306136
2026-07-31,1.1337920423445065
2026-08-31,1.133768093385095
2026-09-30,1.1337464442403118
2026-10-31,1.1337268740593367
2026-11-30,1.1337091831996176
2026-12-31,1.133693191190244
2027-01-31,1.1336787348908968
2027-02-28,1.133665666827595
2027-03-31,1.13365385368826
2027-04-30,1.13364317496275
